filename	acq_time	operator	randstr
func/sub-01_ses-01_task-view_run-01_bold.nii.gz	2019-05-31T10:20:56	n/a	$qe2lx<4
func/sub-01_ses-01_task-recall_run-01_bold.nii.gz	2019-05-31T10:42:41	n/a	yQuFlc^k
func/sub-01_ses-01_task-view_run-02_bold.nii.gz	2019-05-31T10:58:18	n/a	)Q,pUt;A
func/sub-01_ses-01_task-recall_run-02_bold.nii.gz	2019-05-31T11:19:38	n/a	?-AKS}#|
func/sub-01_ses-01_task-view_run-03_bold.nii.gz	2019-05-31T11:33:17	n/a	"RhX^Y"":S"
func/sub-01_ses-01_task-recall_run-03_bold.nii.gz	2019-05-31T11:55:20	n/a	;fW@93L(
anat/sub-01_ses-01_T1w.nii.gz	2019-05-31T12:15:23	n/a	p*FRZrGC
